iso639-1,iso639-2b,iso639-2t,iso639-3,scope,language_type,name
,,,bkh,individual,living,Bakoko
,,,bki,individual,living,Baki
,,,bkj,individual,living,Pande
,,,bkk,individual,living,Brokskat
,,,bkl,individual,living,Berik
,,,bkm,individual,living,Kom (Cameroon)
,,,bkn,individual,living,Bukitan
,,,bko,individual,living,Kwa'
,,,bkp,individual,living,Boko (Democratic Republic of Congo)
,,,bkq,individual,living,Bakairí
,,,bkr,individual,living,Bakumpai
,,,bks,individual,living,Northern Sorsoganon
,,,bkt,individual,living,Boloki
,,,bku,individual,living,Buhid
,,,bkv,individual,living,Bekwarra
,,,bkw,individual,living,Bekwel
,,,bkx,individual,living,Baikeno
,,,bky,individual,living,Bokyi
,,,bkz,individual,living,Bungku
,bla,bla,bla,individual,living,Siksika
,,,blb,individual,living,Bilua
,,,blc,individual,living,Bella Coola
,,,bld,individual,living,Bolango
,,,ble,individual,living,Balanta-Kentohe
,,,blf,individual,living,Buol
,,,blh,individual,living,Kuwaa
,,,bli,individual,living,Bolia
,,,blj,individual,living,Bolongan
,,,blk,individual,living,Pa'o Karen
,,,bll,individual,extinct,Biloxi
,,,blm,individual,living,Beli (South Sudan)
,,,bln,individual,living,Southern Catanduanes Bikol
,,,blo,individual,living,Anii
,,,blp,individual,living,Blablanga
,,,blq,individual,living,Baluan-Pam
,,,blr,individual,living,Blang
,,,bls,individual,living,Balaesang
,,,blt,individual,living,Tai Dam
,,,blv,individual,living,Kibala
,,,blw,individual,living,Balangao
,,,blx,individual,living,Mag-Indi Ayta
,,,bly,individual,living,Notre
,,,blz,individual,living,Balantak
,,,bma,individual,living,Lame
,,,bmb,individual,living,Bembe
,,,bmc,individual,living,Biem
,,,bmd,individual,living,Baga Manduri
,,,bme,individual,living,Limassa
,,,bmf,individual,living,Bom-Kim
,,,bmg,individual,living,Bamwe
,,,bmh,individual,living,Kein
,,,bmi,individual,living,Bagirmi
,,,bmj,individual,living,Bote-Majhi
,,,bmk,individual,living,Ghayavi
,,,bml,individual,living,Bomboli
,,,bmm,individual,living,Northern Betsimisaraka Malagasy
,,,bmn,individual,extinct,Bina (Papua New Guinea)
,,,bmo,individual,living,Bambalang
,,,bmp,individual,living,Bulgebi
,,,bmq,individual,living,Bomu
,,,bmr,individual,living,Muinane
,,,bms,individual,living,Bilma Kanuri
,,,bmt,individual,living,Biao Mon
,,,bmu,individual,living,Somba-Siawari
,,,bmv,individual,living,Bum
,,,bmw,individual,living,Bomwali
,,,bmx,individual,living,Baimak
,,,bmz,individual,living,Baramu
,,,bna,individual,living,Bonerate
,,,bnb,individual,living,Bookan
,,,bnc,macrolanguage,living,Bontok
,,,bnd,individual,living,Banda (Indonesia)
,,,bne,individual,living,Bintauna
,,,bnf,individual,living,Masiwang
,,,bng,individual,living,Benga
,,,bni,individual,living,Bangi
,,,bnj,individual,living,Eastern Tawbuid
,,,bnk,individual,living,Bierebo
,,,bnl,individual,living,Boon
,,,bnm,individual,living,Batanga
,,,bnn,individual,living,Bunun
,,,bno,individual,living,Bantoanon
,,,bnp,individual,living,Bola
,,,bnq,individual,living,Bantik
,,,bnr,individual,living,Butmas-Tur
,,,bns,individual,living,Bundeli
,,,bnu,individual,living,Bentong
,,,bnv,individual,living,Bonerif
,,,bnw,individual,living,Bisis
,,,bnx,individual,living,Bangubangu
,,,bny,individual,living,Bintulu
,,,bnz,individual,living,Beezen
,,,boa,individual,living,Bora
,,,bob,individual,living,Aweer
bo,tib,bod,bod,individual,living,Tibetan
,,,boe,individual,living,Mundabli
,,,bof,individual,living,Bolon
,,,bog,individual,living,Bamako Sign Language
,,,boh,individual,living,Boma
,,,boi,individual,extinct,Barbareño
,,,boj,individual,living,Anjam
,,,bok,individual,living,Bonjo
,,,bol,individual,living,Bole
,,,bom,individual,living,Berom
,,,bon,individual,living,Bine
,,,boo,individual,living,Tiemacèwè Bozo
,,,bop,individual,living,Bonkiman
,,,boq,individual,living,Bogaya
,,,bor,individual,living,Borôro
bs,bos,bos,bos,individual,living,Bosnian
,,,bot,individual,living,Bongo
,,,bou,individual,living,Bondei
,,,bov,individual,living,Tuwuli
,,,bow,individual,extinct,Rema
,,,box,individual,living,Buamu
,,,boy,individual,living,Bodo (Central African Republic)
,,,boz,individual,living,Tiéyaxo Bozo
,,,bpa,individual,living,Daakaka
,,,bpc,individual,living,Mbuk
,,,bpd,individual,living,Banda-Banda
,,,bpe,individual,living,Bauni
,,,bpg,individual,living,Bonggo
,,,bph,individual,living,Botlikh
,,,bpi,individual,living,Bagupi
,,,bpj,individual,living,Binji
,,,bpk,individual,living,Orowe
,,,bpl,individual,living,Broome Pearling Lugger Pidgin
,,,bpm,individual,living,Biyom
,,,bpn,individual,living,Dzao Min
,,,bpo,individual,living,Anasi
,,,bpp,individual,living,Kaure
,,,bpq,individual,living,Banda Malay
,,,bpr,individual,living,Koronadal Blaan
,,,bps,individual,living,Sarangani Blaan
,,,bpt,individual,extinct,Barrow Point
,,,bpu,individual,living,Bongu
,,,bpv,individual,living,Bian Marind
,,,bpw,individual,living,Bo (Papua New Guinea)
,,,bpx,individual,living,Palya Bareli
,,,bpy,individual,living,Bishnupriya
,,,bpz,individual,living,Bilba
,,,bqa,individual,living,Tchumbuli
,,,bqb,individual,living,Bagusa
,,,bqc,individual,living,Boko (Benin)
,,,bqd,individual,living,Bung
,,,bqf,individual,extinct,Baga Kaloum
,,,bqg,individual,living,Bago-Kusuntu
,,,bqh,individual,living,Baima
,,,bqi,individual,living,Bakhtiari
,,,bqj,individual,living,Bandial
,,,bqk,individual,living,Banda-Mbrès
,,,bql,individual,living,Bilakura
,,,bqm,individual,living,Wumboko
,,,bqn,individual,living,Bulgarian Sign Language
,,,bqo,individual,living,Balo
,,,bqp,individual,living,Busa
,,,bqq,individual,living,Biritai
,,,bqr,individual,living,Burusu
,,,bqs,individual,living,Bosngun
,,,bqt,individual,living,Bamukumbit
,,,bqu,individual,living,Boguru
,,,bqv,individual,living,Koro Wachi
,,,bqw,individual,living,Buru (Nigeria)
,,,bqx,individual,living,Baangi
,,,bqy,individual,living,Bengkala Sign Language
,,,bqz,individual,living,Bakaka
,bra,bra,bra,individual,living,Braj
,,,brb,individual,living,Brao
,,,brc,individual,extinct,Berbice Creole Dutch
,,,brd,individual,living,Baraamu
br,bre,bre,bre,individual,living,Breton
,,,brf,individual,living,Bira
,,,brg,individual,living,Baure
,,,brh,individual,living,Brahui
,,,bri,individual,living,Mokpwe
,,,brj,individual,living,Bieria
,,,brk,individual,extinct,Birked
,,,brl,individual,living,Birwa
,,,brm,individual,living,Barambu
,,,brn,individual,living,Boruca
,,,bro,individual,living,Brokkat
,,,brp,individual,living,Barapasi
,,,brq,individual,living,Breri
,,,brr,individual,living,Birao
,,,brs,individual,living,Baras
,,,brt,individual,living,Bitare
,,,bru,individual,living,Eastern Bru
,,,brv,individual,living,Western Bru
,,,brw,individual,living,Bellari
,,,brx,individual,living,Bodo (India)
,,,bry,individual,living,Burui
,,,brz,individual,living,Bilbil
,,,bsa,individual,living,Abinomn
,,,bsb,individual,living,Brunei Bisaya
,,,bsc,individual,living,Bassari
,,,bse,individual,living,Wushi
,,,bsf,individual,living,Bauchi
,,,bsg,individual,living,Bashkardi
,,,bsh,individual,living,Kati
,,,bsi,individual,living,Bassossi
,,,bsj,individual,living,Bangwinji
,,,bsk,individual,living,Burushaski
,,,bsl,individual,extinct,Basa-Gumna
,,,bsm,individual,living,Busami
,,,bsn,individual,living,Barasana-Eduria
,,,bso,individual,living,Buso
,,,bsp,individual,living,Baga Sitemu
,,,bsq,individual,living,Bassa
,,,bsr,individual,living,Bassa-Kontagora
,,,bss,individual,living,Akoose
,,,bst,individual,living,Basketo
,,,bsu,individual,living,Bahonsuai
,,,bsv,individual,extinct,Baga Sobané
,,,bsw,individual,living,Baiso
,,,bsx,individual,living,Yangkam
,,,bsy,individual,living,Sabah Bisaya
,,,bta,individual,living,Bata
,,,btc,individual,living,Bati (Cameroon)
,,,btd,individual,living,Batak Dairi
,,,bte,individual,extinct,Gamo-Ningi
,,,btf,individual,living,Birgit
,,,btg,individual,living,Gagnoa Bété
,,,bth,individual,living,Biatah Bidayuh
,,,bti,individual,living,Burate
,,,btj,individual,living,Bacanese Malay
,,,btm,individual,living,Batak Mandailing
,,,btn,individual,living,Ratagnon
,,,bto,individual,living,Rinconada Bikol
,,,btp,individual,living,Budibud
,,,btq,individual,living,Batek
,,,btr,individual,living,Baetora
,,,bts,individual,living,Batak Simalungun
,,,btt,individual,living,Bete-Bendi
,,,btu,individual,living,Batu
,,,btv,individual,living,Bateri
,,,btw,individual,living,Butuanon
,,,btx,individual,living,Batak Karo
,,,bty,individual,living,Bobot
,,,btz,individual,living,Batak Alas-Kluet
,bua,bua,bua,macrolanguage,living,Buriat
,,,bub,individual,living,Bua
,,,buc,individual,living,Bushi
,,,bud,individual,living,Ntcham
,,,bue,individual,extinct,Beothuk
,,,buf,individual,living,Bushoong
,bug,bug,bug,individual,living,Buginese
,,,buh,individual,living,Younuo Bunu
,,,bui,individual,living,Bongili
,,,buj,individual,living,Basa-Gurmana
,,,buk,individual,living,Bugawac
bg,bul,bul,bul,individual,living,Bulgarian
,,,bum,individual,living,Bulu (Cameroon)
,,,bun,individual,living,Sherbro
,,,buo,individual,living,Terei
,,,bup,individual,living,Busoa
,,,buq,individual,living,Brem
,,,bus,individual,living,Bokobaru
,,,but,individual,living,Bungain
,,,buu,individual,living,Budu
,,,buv,individual,living,Bun
,,,buw,individual,living,Bubi
,,,bux,individual,living,Boghom
,,,buy,individual,living,Bullom So
,,,buz,individual,living,Bukwen
,,,bva,individual,living,Barein
,,,bvb,individual,living,Bube
,,,bvc,individual,living,Baelelea
,,,bvd,individual,living,Baeggu
,,,bve,individual,living,Berau Malay
,,,bvf,individual,living,Boor
,,,bvg,individual,living,Bonkeng
,,,bvh,individual,living,Bure
,,,bvi,individual,living,Belanda Viri
,,,bvj,individual,living,Baan
,,,bvk,individual,living,Bukat
,,,bvl,individual,living,Bolivian Sign Language
,,,bvm,individual,living,Bamunka
,,,bvn,individual,living,Buna
,,,bvo,individual,living,Bolgo
,,,bvp,individual,living,Bumang
,,,bvq,individual,living,Birri
,,,bvr,individual,living,Burarra
,,,bvt,individual,living,Bati (Indonesia)
,,,bvu,individual,living,Bukit Malay
,,,bvv,individual,extinct,Baniva
,,,bvw,individual,living,Boga
,,,bvx,individual,living,Dibole
,,,bvy,individual,living,Baybayanon
,,,bvz,individual,living,Bauzi
,,,bwa,individual,living,Bwatoo
,,,bwb,individual,living,Namosi-Naitasiri-Serua
,,,bwc,individual,living,Bwile
,,,bwd,individual,living,Bwaidoka
,,,bwe,individual,living,Bwe Karen
,,,bwf,individual,living,Boselewa
,,,bwg,individual,living,Barwe
,,,bwh,individual,living,Bishuo
,,,bwi,individual,living,Baniwa
,,,bwj,individual,living,Láá Láá Bwamu
,,,bwk,individual,living,Bauwaki
,,,bwl,individual,living,Bwela
,,,bwm,individual,living,Biwat
,,,bwn,individual,living,Wunai Bunu
,,,bwo,individual,living,Boro (Ethiopia)
,,,bwp,individual,living,Mandobo Bawah
,,,bwq,individual,living,Southern Bobo Madaré
,,,bwr,individual,living,Bura-Pabir
,,,bws,individual,living,Bomboma
,,,bwt,individual,living,Bafaw-Balong
,,,bwu,individual,living,Buli (Ghana)
,,,bww,individual,living,Bwa
,,,bwx,individual,living,Bu-Nao Bunu
,,,bwy,individual,living,Cwi Bwamu
,,,bwz,individual,living,Bwisi
,,,bxa,individual,living,Tairaha
,,,bxb,individual,living,Belanda Bor
,,,bxc,individual,living,Molengue
,,,bxd,individual,living,Pela
,,,bxe,individual,living,Birale
,,,bxf,individual,living,Bilur
,,,bxg,individual,living,Bangala
,,,bxh,individual,living,Buhutu
,,,bxi,individual,extinct,Pirlatapa
,,,bxj,individual,living,Bayungu
,,,bxk,individual,living,Bukusu
,,,bxl,individual,living,Jalkunan
,,,bxm,individual,living,Mongolia Buriat
,,,bxn,individual,living,Burduna
,,,bxo,individual,living,Barikanchi
,,,bxp,individual,living,Bebil
,,,bxq,individual,living,Beele
,,,bxr,individual,living,Russia Buriat
,,,bxs,individual,living,Busam
,,,bxu,individual,living,China Buriat
,,,bxv,individual,living,Berakou
,,,bxw,individual,living,Bankagooma
,,,bxz,individual,living,Binahari
,,,bya,individual,living,Batak
,,,byb,individual,living,Bikya
,,,byc,individual,living,Ubaghara
,,,byd,individual,living,Benyadu'
,,,bye,individual,living,Pouye
,,,byf,individual,living,Bete
,,,byg,individual,extinct,Baygo
,,,byh,individual,living,Bhujel
,,,byi,individual,living,Buyu
,,,byj,individual,living,Bina (Nigeria)
,,,byk,individual,living,Biao
,,,byl,individual,living,Bayono
,,,bym,individual,living,Bidjara
,byn,byn,byn,individual,living,Bilin
,,,byo,individual,living,Biyo
,,,byp,individual,living,Bumaji
,,,byq,individual,extinct,Basay
,,,byr,individual,living,Baruya
,,,bys,individual,living,Burak
,,,byt,individual,extinct,Berti
,,,byv,individual,living,Medumba
,,,byw,individual,living,Belhariya
,,,byx,individual,living,Qaqet
,,,byz,individual,living,Banaro
,,,bza,individual,living,Bandi
,,,bzb,individual,living,Andio
,,,bzc,individual,living,Southern Betsimisaraka Malagasy
,,,bzd,individual,living,Bribri
,,,bze,individual,living,Jenaama Bozo
,,,bzf,individual,living,Boikin
,,,bzg,individual,living,Babuza
,,,bzh,individual,living,Mapos Buang
,,,bzi,individual,living,Bisu
,,,bzj,individual,living,Belize Kriol English
,,,bzk,individual,living,Nicaragua Creole English
,,,bzl,individual,living,Boano (Sulawesi)
,,,bzm,individual,living,Bolondo
,,,bzn,individual,living,Boano (Maluku)
,,,bzo,individual,living,Bozaba
,,,bzp,individual,living,Kemberano
,,,bzq,individual,living,Buli (Indonesia)
,,,bzr,individual,extinct,Biri
,,,bzs,individual,living,Brazilian Sign Language
,,,bzt,individual,constructed,Brithenig
,,,bzu,individual,living,Burmeso
,,,bzv,individual,living,Naami
,,,bzw,individual,living,Basa (Nigeria)
,,,bzx,individual,living,Kɛlɛngaxo Bozo
,,,bzy,individual,living,Obanliku
,,,bzz,individual,living,Evant
,,,caa,individual,living,Chortí
,,,cab,individual,living,Garifuna
,,,cac,individual,living,Chuj
,cad,cad,cad,individual,living,Caddo
,,,cae,individual,living,Lehar
,,,caf,individual,living,Southern Carrier
,,,cag,individual,living,Nivaclé
,,,cah,individual,living,Cahuarano
,,,caj,individual,extinct,Chané
,,,cak,individual,living,Kaqchikel
,,,cal,individual,living,Carolinian
,,,cam,individual,living,Cemuhî
,,,can,individual,living,Chambri
,,,cao,individual,living,Chácobo
,,,cap,individual,living,Chipaya
,,,caq,individual,living,Car Nicobarese
,car,car,car,individual,living,Galibi Carib
,,,cas,individual,living,Tsimané
ca,cat,cat,cat,individual,living,Catalan
,,,cav,individual,living,Cavineña
,,,caw,individual,living,Callawalla
,,,cax,individual,living,Chiquitano
,,,cay,individual,living,Cayuga
,,,caz,individual,extinct,Canichana
,,,cbb,individual,living,Cabiyarí
,,,cbc,individual,living,Carapana
,,,cbd,individual,living,Carijona
,,,cbg,individual,living,Chimila
,,,cbi,individual,living,Chachi
,,,cbj,individual,living,Ede Cabe
,,,cbk,individual,living,Chavacano
,,,cbl,individual,living,Bualkhaw Chin
,,,cbn,individual,living,Nyahkur
,,,cbo,individual,living,Izora
,,,cbq,individual,living,Tsucuba
,,,cbr,individual,living,Cashibo-Cacataibo
,,,cbs,individual,living,Cashinahua
,,,cbt,individual,living,Chayahuita
,,,cbu,individual,living,Candoshi-Shapra
,,,cbv,individual,living,Cacua
,,,cbw,individual,living,Kinabalian
,,,cby,individual,living,Carabayo
,,,ccc,individual,living,Chamicuro
,,,ccd,individual,living,Cafundo Creole
,,,cce,individual,living,Chopi
,,,ccg,individual,living,Samba Daka
,,,cch,individual,living,Atsam
,,,ccj,individual,living,Kasanga
,,,ccl,individual,living,Cutchi-Swahili
,,,ccm,individual,living,Malaccan Creole Malay
,,,cco,individual,living,Comaltepec Chinantec
,,,ccp,individual,living,Chakma
,,,ccr,individual,extinct,Cacaopera
,,,cda,individual,living,Choni
,,,cde,individual,living,Chenchu
,,,cdf,individual,living,Chiru
,,,cdh,individual,living,Chambeali
,,,cdi,individual,living,Chodri
,,,cdj,individual,living,Churahi
,,,cdm,individual,living,Chepang
,,,cdn,individual,living,Chaudangsi
,,,cdo,individual,living,Min Dong Chinese
,,,cdr,individual,living,Cinda-Regi-Tiyal
,,,cds,individual,living,Chadian Sign Language
,,,cdy,individual,living,Chadong
,,,cdz,individual,living,Koda
,,,cea,individual,extinct,Lower Chehalis
,ceb,ceb,ceb,individual,living,Cebuano
,,,ceg,individual,living,Chamacoco
,,,cek,individual,living,Eastern Khumi Chin
,,,cen,individual,living,Cen
cs,cze,ces,ces,individual,living,Czech
,,,cet,individual,living,Centúúm
,,,cey,individual,living,Ekai Chin
,,,cfa,individual,living,Dijim-Bwilim
,,,cfd,individual,living,Cara
,,,cfg,individual,living,Como Karim
,,,cfm,individual,living,Falam Chin
,,,cga,individual,living,Changriwa
,,,cgc,individual,living,Kagayanen
,,,cgg,individual,living,Chiga
,,,cgk,individual,living,Chocangacakha
ch,cha,cha,cha,individual,living,Chamorro
,chb,chb,chb,individual,extinct,Chibcha
,,,chc,individual,extinct,Catawba
,,,chd,individual,living,Highland Oaxaca Chontal
ce,che,che,che,individual,living,Chechen
,,,chf,individual,living,Tabasco Chontal
,chg,chg,chg,individual,extinct,Chagatai
,,,chh,individual,extinct,Chinook
,,,chj,individual,living,Ojitlán Chinantec
,chk,chk,chk,individual,living,Chuukese
,,,chl,individual,living,Cahuilla
,chm,chm,chm,macrolanguage,living,Mari (Russia)
,chn,chn,chn,individual,living,Chinook jargon
,cho,cho,cho,individual,living,Choctaw
,chp,chp,chp,individual,living,Chipewyan
,,,chq,individual,living,Quiotepec Chinantec
,chr,chr,chr,individual,living,Cherokee
,,,cht,individual,extinct,Cholón
cu,chu,chu,chu,individual,historical,Church Slavic
cv,chv,chv,chv,individual,living,Chuvash
,,,chw,individual,living,Chuwabu
,,,chx,individual,living,Chantyal
,chy,chy,chy,individual,living,Cheyenne
,,,chz,individual,living,Ozumacín Chinantec
,,,cia,individual,living,Cia-Cia
,,,cib,individual,living,Ci Gbe
,,,cic,individual,living,Chickasaw
,,,cid,individual,extinct,Chimariko
,,,cie,individual,living,Cineni
,,,cih,individual,living,Chinali
,,,cik,individual,living,Chitkuli Kinnauri
,,,cim,individual,living,Cimbrian
,,,cin,individual,living,Cinta Larga
,,,cip,individual,living,Chiapanec
,,,cir,individual,living,Tiri
,,,ciw,individual,living,Chippewa
,,,ciy,individual,living,Chaima
,,,cja,individual,living,Western Cham
,,,cje,individual,living,Chru
,,,cjh,individual,extinct,Upper Chehalis
,,,cji,individual,living,Chamalal
,,,cjk,individual,living,Chokwe
,,,cjm,individual,living,Eastern Cham
,,,cjn,individual,living,Chenapian
,,,cjo,individual,living,Ashéninka Pajonal
,,,cjp,individual,living,Cabécar
,,,cjs,individual,living,Shor
,,,cjv,individual,living,Chuave
,,,cjy,individual,living,Jinyu Chinese
,,,ckb,individual,living,Central Kurdish
,,,ckh,individual,living,Chak
